CURRENT_LAND_VALUE,prediction
1966000.0,1557928.8496512014
1532000.0,1517176.7262355718
1024000.0,1162818.4923870782
1010000.0,1733326.9018003482
3194000.0,3039135.941816678
1.0,2279502.8466788405
1837000.0,1608164.5955970236
1130000.0,1962143.854068725
666000.0,728207.283107966
609000.0,759330.6500136157
452000.0,759330.6500136157
3221000.0,1938794.9002160362
2793000.0,2476422.5916951485
1465400.0,1982175.4487743985
1750000.0,2620340.320285167
1058000.0,1991750.6153162569
2982000.0,2829242.9534700103
3518000.0,2414302.9489486255
3336000.0,2331576.0555532174
1882000.0,1562764.8243121447
1650000.0,1947484.4471524283
2188000.0,1545228.9785494753
2866000.0,1653752.6936735963
2559000.0,2726223.5756169753
1220000.0,1924646.0869841403
3072000.0,3214948.718941602
1453000.0,728207.283107966
471000.0,1154132.2756460987
3178000.0,2313573.561805387
1520000.0,1763684.8900589987
2759000.0,2308529.407048517
2704000.0,2298074.6688312558
377000.0,728207.283107966
485000.0,759330.6500136157
405000.0,728207.283107966
444000.0,728207.283107966
490000.0,759330.6500136157
410000.0,728207.283107966
573514.0,759330.6500136157
465000.0,759330.6500136157
444000.0,728207.283107966
1610000.0,2169497.266296749
370000.0,728207.283107966
371000.0,728207.283107966
607000.0,728207.283107966
1603000.0,1770707.2824237116
1468000.0,1656378.5520239316
3518000.0,2820074.470003479
386000.0,805976.6048258871
1261000.0,1647116.482849095
611000.0,759330.6500136157
508000.0,759330.6500136157
732000.0,759330.6500136157
719000.0,759330.6500136157
3231000.0,2227785.7406712202
1155000.0,1638933.3322373312
3518000.0,1078576.0896776346
3518000.0,2258465.2038019686
1300000.0,2105999.3037801925
3518000.0,2362204.199016197
865000.0,766908.0821859782
3518000.0,1562115.9237561072
1385000.0,869652.0667038657
588000.0,759330.6500136157
942000.0,884562.6748248575
448000.0,776007.9264170779
1708000.0,1972598.4703385874
1459000.0,1651740.1199495394
1233000.0,1517176.7262355718
3043000.0,900163.3685848629
1673000.0,884562.6748248575
1959000.0,2518603.170635716
424000.0,776007.9264170779
3518000.0,2091052.047336135
388000.0,728207.283107966
985000.0,837099.9717315368
1070000.0,759330.6500136157
713000.0,728207.283107966
530000.0,728207.283107966
672000.0,759330.6500136157
1404000.0,1516527.8256795346
3518000.0,2911770.291543557
2395000.0,2061445.286088603
1030000.0,1535521.1226583635
3518000.0,2989143.3907789234
1477000.0,1039208.9654614987
982000.0,776007.9264170779
1537000.0,821539.5143841316
1326000.0,869652.0667038657
2687000.0,2814748.4152998426
1957000.0,1956451.0768548176
589000.0,849006.5291324105
1835000.0,1562764.8243121447
3518000.0,807603.9983461133
1970000.0,971134.5799358736
1084000.0,1773265.7281828548
882000.0,710933.7002130012
838000.0,834812.6607657848
1048000.0,837099.9717315368
3209000.0,1895859.3675711602
2788000.0,1895859.3675711602
1408000.0,1919909.367531024
2060000.0,1615214.0896559109
1189000.0,1535521.1226583635
1279000.0,807603.9983461133
1685000.0,926775.8508503316
347000.0,849006.5291324105
1711000.0,1524226.2202944593
1055000.0,1647116.482849095
3518000.0,2287735.077636187
3452000.0,2316664.065844924
1943000.0,1562115.9237561072
526000.0,639642.203406635
1303000.0,1535521.1226583635
1833000.0,2184017.1780035333
1479000.0,2105999.3037801925
1709000.0,1665472.1390228192
2081000.0,1619255.4231138905
2684000.0,3128033.674170094
2538000.0,2265082.96485918
3518000.0,3162196.2580377557
2718000.0,1742577.8384195622
871000.0,807603.9983461133
3103000.0,2837979.570530207
1676000.0,1992405.2163713842
462000.0,635964.4575256013
469000.0,635964.4575256013
433000.0,635964.4575256013
640000.0,635964.4575256013
511000.0,635964.4575256013
562000.0,759330.6500136157
730000.0,635964.4575256013
466000.0,635964.4575256013
563000.0,635964.4575256013
736000.0,639642.203406635
578000.0,635964.4575256013
627000.0,635964.4575256013
615000.0,635964.4575256013
511000.0,635964.4575256013
465000.0,635964.4575256013
739000.0,635964.4575256013
482000.0,635964.4575256013
638000.0,635964.4575256013
1558000.0,1517176.7262355718
2090000.0,2262824.3714847686
1406000.0,1295228.262469936
922000.0,764438.9822724303
1771000.0,811281.744227147
3108000.0,2935979.6343892687
2071000.0,1559771.5403408238
591000.0,710933.7002130012
1874000.0,885434.9023920877
1492000.0,885212.524051271
494000.0,728207.283107966
407000.0,728207.283107966
525000.0,759330.6500136157
540000.0,759330.6500136157
511000.0,728207.283107966
374000.0,728207.283107966
358000.0,759330.6500136157
1195000.0,1516527.8256795346
1065000.0,1535521.1226583635
2987000.0,3107028.3592011007
534000.0,728207.283107966
655000.0,805976.6048258871
3518000.0,2996884.210552366
1027000.0,805976.6048258871
1482000.0,1535521.1226583635
407000.0,1283712.0420562169
3518000.0,2425205.993839853
1695000.0,2091052.047336135
1176000.0,1517176.7262355718
2450000.0,1308798.2067607422
1919000.0,1963403.7285209205
542000.0,759330.6500136157
1414000.0,1703173.2091428537
3518000.0,2847069.9012363264
937000.0,710933.7002130012
1030000.0,1535521.1226583635
592000.0,728207.283107966
1131000.0,821499.2779715315
1553000.0,2091052.047336135
1155000.0,1737229.2308920051
1651000.0,1668133.0230241076
3265000.0,2202243.710838715
2685000.0,2056821.648988159
3518000.0,2681840.4145295247
1511000.0,1517176.7262355718
1912000.0,877691.9157638059
1643000.0,1562764.8243121447
1524000.0,1301614.3596293577
1608000.0,1130811.0512779045
1743000.0,1891235.7304707163
3500000.0,2059783.5812967431
794000.0,837099.9717315368
1291000.0,2052342.3245999143
1624000.0,1535521.1226583635
1337000.0,1794019.8134921726
1449000.0,1684614.4751483514
1260000.0,1517176.7262355718
1635000.0,1608164.5955970236
1588000.0,1699577.0079437937
854109.0,999475.2597055543
3518000.0,2091052.047336135
2198000.0,1174850.5118044536
1292000.0,1638933.3322373312
752000.0,1962143.854068725
3387000.0,1126688.6419973688
1520000.0,1677954.73803813
1670000.0,1562115.9237561072
1062000.0,1677954.73803813
2486000.0,1653752.6936735963
1196000.0,1517176.7262355718
1913000.0,1887863.3900038027
1174000.0,1671051.4508928421
1317000.0,1647198.62347439
2450000.0,2056821.648988159
1575000.0,1934171.2631155923
592000.0,776007.9264170779
1762000.0,1562115.9237561072
1367000.0,1516527.8256795346
1212000.0,1662300.9805356895
1337000.0,1662300.9805356895
1692000.0,899308.8361020528
1728000.0,1718626.2992348787
472000.0,728207.283107966
632000.0,759330.6500136157
581000.0,759330.6500136157
604000.0,759330.6500136157
1623000.0,2086428.4102356904
1706000.0,1700424.224426223
1715000.0,1615214.0896559109
3163000.0,2091052.047336135
3321000.0,1653752.6936735963
503000.0,728207.283107966
593000.0,805976.6048258871
625000.0,759330.6500136157
1057000.0,1677954.73803813
1179000.0,1709002.4987485379
1297000.0,1709002.4987485379
3518000.0,2939745.044203167
1506000.0,2086428.4102356904
1005000.0,1662300.9805356895
589000.0,639642.203406635
575000.0,639642.203406635
2774000.0,2098380.1148042222
1467000.0,2086428.4102356904
3209000.0,3112249.395935484
1916000.0,1653752.6936735963
1085000.0,834812.6607657848
1277000.0,881458.700817079
1087000.0,805976.6048258871
2201000.0,2086428.4102356904
440000.0,639642.203406635
536000.0,635964.4575256013
495000.0,635964.4575256013
522000.0,635964.4575256013
520000.0,635964.4575256013
1.0,963680.9519200514
1867000.0,1562764.8243121447
1617000.0,1562115.9237561072
446000.0,849006.5291324105
3518000.0,3039135.941816678
407000.0,849006.5291324105
2696000.0,1841922.7777534681
2733000.0,2025836.7009520337
587000.0,759330.6500136157
315000.0,805976.6048258871
418000.0,837099.9717315368
483000.0,881458.700817079
408000.0,837099.9717315368
2555000.0,899308.8361020528
1437000.0,778978.4880335347
1451000.0,1608393.7104861196
457000.0,849006.5291324105
356000.0,849006.5291324105
487000.0,926775.8508503316
1073000.0,1557928.8496512014
1775000.0,926775.8508503316
835000.0,728207.283107966
749000.0,759330.6500136157
921000.0,759330.6500136157
3518000.0,2363559.4905065754
3372000.0,2811230.3741667955
1491000.0,1175750.24879844
2013000.0,1562764.8243121447
2447000.0,899308.8361020528
602000.0,728207.283107966
1325000.0,1516527.8256795346
1895000.0,1134659.7018593953
3150000.0,3270069.7485147538
3240000.0,3094523.392228005
1427000.0,1517176.7262355718
1179000.0,1528027.0527293792
948000.0,776007.9264170779
837000.0,744884.5595114281
745000.0,821499.2779715315
894000.0,728207.283107966
732000.0,759330.6500136157
859000.0,759330.6500136157
1838000.0,1573615.150805952
1951000.0,1562764.8243121447
1802000.0,1926418.8638619774
1200000.0,1535521.1226583635
2729000.0,1615214.0896559109
2925000.0,1635083.438848876
1405000.0,1517176.7262355718
1192000.0,1437561.4942444437
1334000.0,1203687.6570644686
1469000.0,1999624.5433619265
385000.0,849006.5291324105
530000.0,849006.5291324105
1272000.0,1693900.1416872386
1535000.0,1693900.1416872386
1083000.0,1856250.7211710357
775000.0,850335.3339114292
836000.0,852622.6448771814
3518000.0,2715145.3768239813
473000.0,635964.4575256013
591000.0,635964.4575256013
442000.0,635964.4575256013
513000.0,1217281.5855475708
348000.0,1186158.218641921
855000.0,1530114.770942637
3518000.0,2921673.1919471556
580000.0,1995554.2105821497
463000.0,2340094.555962498
755000.0,1076477.0940254
1522000.0,1662776.9426875315
1625000.0,808809.7143182098
357000.0,1841699.215360292
932000.0,728207.283107966
1504000.0,1562764.8243121447
3518000.0,1879153.8058575864
2374000.0,2091052.047336135
1660000.0,2631229.4698649826
1394000.0,1770707.2824237116
3518000.0,2702451.83796758
1537000.0,1615214.0896559109
1412000.0,1535521.1226583635
786000.0,759330.6500136157
1593000.0,1608164.5955970236
2606000.0,2091052.047336135
2217000.0,837099.9717315368
1845000.0,1517176.7262355718
743000.0,849006.5291324105
893000.0,849006.5291324105
2975000.0,2027981.3850163661
481000.0,728207.283107966
1469000.0,869652.0667038657
2421000.0,2785975.1083728275
1379000.0,1781476.2866874244
1283000.0,1205896.1265270377
864000.0,776007.9264170779
1515000.0,817360.5168664625
2252000.0,2262824.3714847686
1647000.0,1562764.8243121447
512000.0,776007.9264170779
551000.0,744884.5595114281
3518000.0,2702451.83796758
580000.0,776007.9264170779
355000.0,744884.5595114281
534000.0,776007.9264170779
560000.0,744884.5595114281
394000.0,728207.283107966
1584000.0,1515330.8159623647
1729000.0,1562764.8243121447
2931000.0,1645405.7913615308
1561000.0,1588607.5962807215
568338.0,759330.6500136157
633000.0,805976.6048258871
1190000.0,1535521.1226583635
391000.0,821539.5143841316
449000.0,807603.9983461133
371000.0,807603.9983461133
404000.0,807603.9983461133
397000.0,821539.5143841316
2425000.0,2022735.5633523823
421000.0,807603.9983461133
467000.0,807603.9983461133
450000.0,807603.9983461133
504000.0,807603.9983461133
512000.0,807603.9983461133
422000.0,1521524.5392746492
385000.0,1521524.5392746492
361000.0,805976.6048258871
646000.0,822653.8812293492
1260000.0,2279502.8466788405
629000.0,728207.283107966
1642000.0,2086428.4102356904
495000.0,728207.283107966
3501000.0,2135477.930516088
842000.0,759330.6500136157
3518000.0,963351.4957630783
1517000.0,1528027.0527293792
2439000.0,2327920.1471087355
3518000.0,1790054.7285666852
1790000.0,2281335.9600798367
1.0,887735.9873805648
1.0,918859.3542862147
677000.0,728207.283107966
698000.0,728207.283107966
585000.0,759330.6500136157
795000.0,759330.6500136157
558000.0,728207.283107966
635000.0,759330.6500136157
1990000.0,1562764.8243121447
2062000.0,1562764.8243121447
2680000.0,2645969.5665895115
3518000.0,3171977.6491897753
3518000.0,3171977.6491897753
952000.0,764438.9822724303
372000.0,635964.4575256013
331000.0,635964.4575256013
347000.0,635964.4575256013
356000.0,635964.4575256013
354000.0,635964.4575256013
291000.0,635964.4575256013
376000.0,635964.4575256013
442000.0,635964.4575256013
1804000.0,1770707.2824237116
414000.0,759330.6500136157
575000.0,728207.283107966
621000.0,759330.6500136157
709000.0,728207.283107966
486000.0,728207.283107966
650000.0,728207.283107966
502000.0,728207.283107966
573000.0,759330.6500136157
1511000.0,1815581.1556083988
630000.0,759330.6500136157
550000.0,728207.283107966
1026000.0,859453.4927726181
1214000.0,855775.7468915845
2110000.0,2056821.648988159
1185000.0,1844973.711090948
2560000.0,2091052.047336135
1431000.0,1562115.9237561072
820000.0,679948.316959379
3412000.0,2287735.077636187
1838000.0,2177141.3905335697
2665000.0,2229717.883014246
3518000.0,2229717.883014246
2151000.0,1959822.8784077573
398000.0,1104187.848240946
382419.0,1104187.848240946
415000.0,989513.425453305
395000.0,989513.425453305
414000.0,989513.425453305
555000.0,635964.4575256013
555000.0,635964.4575256013
534000.0,635964.4575256013
604000.0,635964.4575256013
463000.0,635964.4575256013
533000.0,635964.4575256013
563000.0,635964.4575256013
482000.0,635964.4575256013
387000.0,635964.4575256013
569000.0,635964.4575256013
676000.0,639642.203406635
568000.0,635964.4575256013
465000.0,635964.4575256013
525000.0,635964.4575256013
625000.0,635964.4575256013
3107000.0,1495258.4033887335
516000.0,932228.1288574284
600000.0,776007.9264170779
1196000.0,1608164.5955970236
584000.0,849006.5291324105
1068000.0,1767599.4681365322
1711000.0,1789735.03617767
580000.0,776007.9264170779
465000.0,776007.9264170779
419000.0,744884.5595114281
530000.0,776007.9264170779
347000.0,759158.8200170012
409000.0,744884.5595114281
466000.0,805976.6048258871
1567000.0,1562764.8243121447
1183000.0,1843016.7348236113
487000.0,1283712.0420562169
526000.0,1909301.2213211767
431000.0,1909301.2213211767
504000.0,1283712.0420562169
571000.0,1909301.2213211767
511000.0,1283712.0420562169
2795000.0,1761409.939026136
2894000.0,1761409.939026136
3518000.0,2894189.7122756727
594000.0,849006.5291324105
473000.0,849006.5291324105
811000.0,759330.6500136157
646000.0,728207.283107966
671000.0,728207.283107966
427000.0,728207.283107966
340000.0,728207.283107966
1229000.0,1608164.5955970236
1754000.0,2015800.6152761213
408000.0,744884.5595114281
538000.0,963680.9519200514
491000.0,744884.5595114281
534000.0,776007.9264170779
415000.0,963680.9519200514
563000.0,849006.5291324105
510000.0,744884.5595114281
575000.0,776007.9264170779
504000.0,744884.5595114281
567000.0,1314835.4089618665
464000.0,1283712.0420562169
574000.0,1283712.0420562169
1553000.0,2322701.297436666
1610000.0,1728276.3973355577
551000.0,971134.5799358736
573000.0,971134.5799358736
476000.0,759330.6500136157
437000.0,728207.283107966
423000.0,728207.283107966
410000.0,728207.283107966
659000.0,728207.283107966
408000.0,728207.283107966
402000.0,728207.283107966
474000.0,759330.6500136157
531000.0,759330.6500136157
444000.0,728207.283107966
596000.0,759330.6500136157
629000.0,759330.6500136157
1130000.0,1539699.1277671927
886000.0,849006.5291324105
766000.0,849006.5291324105
2384000.0,976257.4443616846
573000.0,1037105.8784450993
445000.0,1037105.8784450993
540000.0,728207.283107966
696000.0,759330.6500136157
536000.0,1068229.245350749
580000.0,849006.5291324105
535000.0,849006.5291324105
685000.0,849006.5291324105
631000.0,849006.5291324105
821000.0,759330.6500136157
770000.0,759330.6500136157
448000.0,635964.4575256013
396000.0,635964.4575256013
399000.0,635964.4575256013
574000.0,849006.5291324105
1453000.0,1562115.9237561072
704000.0,635964.4575256013
419000.0,635964.4575256013
552000.0,635964.4575256013
529000.0,728207.283107966
3161000.0,2760572.796183998
549000.0,728207.283107966
730000.0,728207.283107966
1506000.0,1938794.9002160362
1781000.0,1962143.854068725
2362000.0,2339148.6603441015
366000.0,635964.4575256013
3518000.0,2827327.5943757268
609000.0,635964.4575256013
2330000.0,1943388.8279020726
1856000.0,1934171.2631155923
1603000.0,1607884.092660558
469000.0,635964.4575256013
515000.0,635964.4575256013
3518000.0,3279367.223185174
1584000.0,639642.203406635
662000.0,635964.4575256013
585000.0,1909301.2213211767
406000.0,1909301.2213211767
1262000.0,1913924.8584216207
790000.0,1913924.8584216207
751000.0,1913924.8584216207
784000.0,1913924.8584216207
1220000.0,1913924.8584216207
776000.0,1083213.5725471494
767000.0,710933.7002130012
734000.0,710933.7002130012
656000.0,710933.7002130012
770000.0,764438.9822724303
666000.0,710933.7002130012
492000.0,710933.7002130012
477000.0,764438.9822724303
709000.0,764438.9822724303
738000.0,764438.9822724303
553000.0,710933.7002130012
512000.0,710933.7002130012
837000.0,710933.7002130012
973000.0,764438.9822724303
574000.0,710933.7002130012
875000.0,710933.7002130012
669000.0,728207.283107966
423000.0,728207.283107966
498000.0,759330.6500136157
407000.0,728207.283107966
1509000.0,1657282.6965303004
579000.0,776007.9264170779
1195000.0,1844973.711090948
1911000.0,1465091.4356818309
2654000.0,2316664.065844924
1877000.0,2203318.0858564964
1232000.0,1130162.150721867
756000.0,1738109.1694629055
751000.0,1738109.1694629055
481000.0,728207.283107966
668000.0,728207.283107966
570000.0,759330.6500136157
1311000.0,1562115.9237561072
2123000.0,2083436.6679959998
982770.0,807603.9983461133
1042000.0,807603.9983461133
1800000.0,2258465.2038019686
3518000.0,2796245.8401703886
1499000.0,926775.8508503316
1715000.0,1562764.8243121447
1264000.0,1535521.1226583635
1881000.0,2336794.9052252867
1153000.0,853777.248134999
3518000.0,2098380.1148042222
1805000.0,1732744.208269819
1652000.0,1838280.0153704956
431000.0,744884.5595114281
1894000.0,1771356.1829797488
2437000.0,2091052.047336135
3013000.0,1381712.777571728
2464000.0,2492320.823171966
3518000.0,3341793.935206199
3447000.0,1764120.0060425145
458000.0,744884.5595114281
1570000.0,1018054.4036452727
2753000.0,1571565.1200138917
486000.0,728207.283107966
2106000.0,2083436.6679959998
1599000.0,1562764.8243121447
348000.0,728207.283107966
605000.0,759330.6500136157
371000.0,728207.283107966
1166000.0,1535521.1226583635
641000.0,759330.6500136157
429000.0,728207.283107966
2314000.0,1607884.092660558
1469000.0,1951827.439754373
1282000.0,1608164.5955970236
1271000.0,1455383.5797907193
732000.0,759330.6500136157
1304000.0,1802818.7703726604
3518000.0,3112249.395935484
3054000.0,3034142.3100855583
1954000.0,2015800.6152761213
660000.0,759330.6500136157
478000.0,759330.6500136157
486000.0,805976.6048258871
562000.0,759330.6500136157
507000.0,805976.6048258871
570000.0,759330.6500136157
543000.0,837099.9717315368
557000.0,759330.6500136157
562000.0,728207.283107966
693000.0,759330.6500136157
605000.0,728207.283107966
369000.0,728207.283107966
754000.0,759330.6500136157
765000.0,759330.6500136157
505000.0,759330.6500136157
399000.0,728207.283107966
515000.0,728207.283107966
555000.0,759330.6500136157
550000.0,759330.6500136157
382000.0,728207.283107966
414000.0,728207.283107966
480000.0,728207.283107966
1540000.0,1562115.9237561072
1594000.0,728207.283107966
1578000.0,1176399.1493544774
501000.0,728207.283107966
527000.0,759330.6500136157
1937000.0,1943388.8279020726
1448000.0,2121134.4196579093
1046000.0,1130162.150721867
1504000.0,873334.8988394396
389000.0,807603.9983461133
526000.0,807603.9983461133
742000.0,807603.9983461133
684000.0,807603.9983461133
537000.0,807603.9983461133
2293000.0,1562115.9237561072
1155000.0,1535521.1226583635
1441000.0,1960252.270590755
1596000.0,2015800.6152761213
664000.0,728207.283107966
3075000.0,2286763.7153053274
3518000.0,3103055.9340369105
3150000.0,2748090.080006539
3205000.0,1826520.413742708
2241000.0,899308.8361020528
1185000.0,1517176.7262355718
514000.0,728207.283107966
875000.0,759330.6500136157
406000.0,728207.283107966
342000.0,728207.283107966
456000.0,821539.5143841316
400084.0,759330.6500136157
1229000.0,1535521.1226583635
1596000.0,1638933.3322373312
497000.0,728207.283107966
392000.0,728207.283107966
583000.0,759330.6500136157
455000.0,1521524.5392746492
552000.0,776007.9264170779
1675000.0,1562115.9237561072
384000.0,744884.5595114281
389000.0,963351.4957630783
408000.0,744884.5595114281
1228000.0,710933.7002130012
1180000.0,710933.7002130012
548000.0,834812.6607657848
528000.0,805976.6048258871
398000.0,728207.283107966
534000.0,759330.6500136157
506000.0,759330.6500136157
497000.0,759330.6500136157
386000.0,728207.283107966
365000.0,728207.283107966
448000.0,728207.283107966
510000.0,759330.6500136157
482000.0,728207.283107966
531000.0,728207.283107966
435000.0,728207.283107966
570000.0,759330.6500136157
494000.0,776007.9264170779
712000.0,744884.5595114281
762000.0,744884.5595114281
532000.0,776007.9264170779
378000.0,744884.5595114281
716000.0,744884.5595114281
1882000.0,776007.9264170779
531000.0,759330.6500136157
1475000.0,1732744.208269819
723000.0,807603.9983461133
602000.0,807603.9983461133
573000.0,807603.9983461133
490000.0,728207.283107966
532000.0,728207.283107966
823498.0,759330.6500136157
503000.0,728207.283107966
511000.0,728207.283107966
601000.0,728207.283107966
3518000.0,2825767.1290776017
1492000.0,1951827.439754373
1605000.0,1562764.8243121447
549000.0,1154132.2756460987
821000.0,759330.6500136157
444000.0,759330.6500136157
492000.0,728207.283107966
386000.0,759330.6500136157
416000.0,759330.6500136157
469000.0,759330.6500136157
